rotation,method,ip_err
rht,mse-only,-202.095703
rht,mse-only,-715.122437
rht,mse-only,-252.087463
rht,mse-only,-208.681519
rht,mse-only,-217.126831
rht,mse-only,-297.280579
rht,mse-only,-540.80365
rht,mse-only,-225.353394
rht,mse-only,-240.294922
rht,mse-only,-537.001587
rht,mse-only,-198.212769
rht,mse-only,-728.421265
rht,mse-only,-671.333801
rht,mse-only,-233.317993
rht,mse-only,-272.342651
rht,mse-only,-249.550232
rht,mse-only,-239.890503
rht,mse-only,-202.095703
rht,mse-only,-225.671875
rht,mse-only,-262.989563
rht,mse-only,-563.352661
rht,mse-only,205.819092
rht,mse-only,-232.072876
rht,mse-only,-234.805176
rht,mse-only,-230.612305
rht,mse-only,-761.81604
rht,mse-only,-242.051758
rht,mse-only,-729.233093
rht,mse-only,-628.876282
rht,mse-only,-234.219849
rht,mse-only,-695.620117
rht,mse-only,-226.986938
rht,mse-only,225.908081
rht,mse-only,-242.580872
rht,mse-only,-571.784546
rht,mse-only,207.633911
rht,mse-only,-213.827271
rht,mse-only,-232.167725
rht,mse-only,-228.485229
rht,mse-only,194.77356
rht,mse-only,-689.408203
rht,mse-only,-533.10083
rht,mse-only,-689.094543
rht,mse-only,-228.631714
rht,mse-only,223.143677
rht,mse-only,-227.650146
rht,mse-only,-456.403076
rht,mse-only,-237.587402
rht,mse-only,-231.612183
rht,mse-only,230.972778
rht,mse-only,201.600708
rht,mse-only,-703.714783
rht,mse-only,-394.846802
rht,mse-only,-589.793579
rht,mse-only,-440.667419
rht,mse-only,-268.286255
rht,mse-only,-576.64978
rht,mse-only,-224.203003
rht,mse-only,-723.189819
rht,mse-only,-565.684509
rht,mse-only,-686.52356
rht,mse-only,-226.021118
rht,mse-only,-212.327637
rht,mse-only,-553.408447
rht,mse-only,-686.114441
rht,mse-only,181.06781
rht,mse-only,-215.898315
rht,mse-only,213.139038
rht,mse-only,-237.856323
rht,mse-only,-224.424561
rht,mse-only,-574.480347
rht,mse-only,-272.731689
rht,mse-only,-215.949829
rht,mse-only,-288.193207
rht,mse-only,-221.224243
rht,mse-only,-539.742004
rht,mse-only,-264.825378
rht,mse-only,-218.33667
rht,mse-only,-582.757935
rht,mse-only,-507.637939
rht,mse-only,-246.419434
rht,mse-only,-621.920654
rht,mse-only,-230.493896
rht,mse-only,-239.541199
rht,mse-only,202.333923
rht,mse-only,-234.518921
rht,mse-only,217.584351
rht,mse-only,216.151123
rht,mse-only,-206.782227
rht,mse-only,-292.011627
rht,mse-only,-233.854858
rht,mse-only,-503.64032
rht,mse-only,-569.513672
rht,mse-only,-223.702271
rht,mse-only,-542.404541
rht,mse-only,-563.458618
rht,mse-only,-228.519653
rht,mse-only,-209.317993
rht,mse-only,-201.110474
rht,mse-only,-226.119629
rht,mse-only,-244.614624
rht,mse-only,-216.246826
rht,mse-only,-252.944824
rht,mse-only,-209.165649
rht,mse-only,-235.08313
rht,mse-only,-533.439209
rht,mse-only,-227.305664
rht,mse-only,-567.062866
rht,mse-only,199.615234
rht,mse-only,-228.887939
rht,mse-only,-558.095642
rht,mse-only,-240.884949
rht,mse-only,-224.217041
rht,mse-only,215.337036
rht,mse-only,-689.094543
rht,mse-only,-212.808716
rht,mse-only,202.333923
rht,mse-only,207.706299
rht,mse-only,-684.440002
rht,mse-only,154.210632
rht,mse-only,-240.294922
rht,mse-only,-228.339111
rht,mse-only,207.750488
rht,mse-only,-269.116943
rht,mse-only,-587.826172
rht,mse-only,-214.321167
rht,mse-only,-569.534485
rht,mse-only,-419.786926
rht,mse-only,-242.799438
rht,mse-only,-288.2211
rht,mse-only,-473.475159
rht,mse-only,-233.69519
rht,mse-only,-509.840332
rht,mse-only,209.785889
rht,mse-only,-260.983765
rht,mse-only,-621.920654
rht,mse-only,-226.928101
rht,mse-only,-226.643799
rht,mse-only,-560.088562
rht,mse-only,-257.26416
rht,mse-only,-705.901428
rht,mse-only,-227.383179
rht,mse-only,-296.780701
rht,mse-only,-210.082031
rht,mse-only,156.680542
rht,mse-only,-394.846802
rht,mse-only,-239.709106
rht,mse-only,217.090088
rht,mse-only,-279.967224
rht,mse-only,-218.706055
rht,mse-only,-235.296875
rht,mse-only,-290.426697
rht,mse-only,-536.71405
rht,mse-only,-225.937012
rht,mse-only,-411.965332
rht,mse-only,226.415405
rht,mse-only,-607.16449
rht,mse-only,-697.911316
rht,mse-only,-614.360229
rht,mse-only,-555.099487
rht,mse-only,-223.724731
rht,mse-only,-239.495422
rht,mse-only,-245.671326
rht,mse-only,-238.893188
rht,mse-only,-708.79248
rht,mse-only,224.034058
rht,mse-only,-595.297852
rht,mse-only,-728.421265
rht,mse-only,-223.47229
rht,mse-only,-207.091797
rht,mse-only,-737.394348
rht,mse-only,218.516357
rht,mse-only,213.42981
rht,mse-only,159.790588
rht,mse-only,-223.412109
rht,mse-only,-234.115723
rht,mse-only,-509.840332
rht,mse-only,-539.742004
rht,mse-only,-229.868286
rht,mse-only,-540.579529
rht,mse-only,187.127747
rht,mse-only,-241.945862
rht,mse-only,-222.710815
rht,mse-only,-524.444458
rht,mse-only,-371.296143
rht,mse-only,-248.43689
rht,mse-only,-240.745361
rht,mse-only,-223.045898
rht,mse-only,-535.662842
rht,mse-only,-530.281311
rht,mse-only,-236.057556
rht,mse-only,-219.433472
rht,mse-only,-225.501953
rht,mse-only,-242.125122
rht,mse-only,-222.565552
rht,mse-only,-315.591187
rht,mse-only,-223.051636
rht,mse-only,-240.917542
rht,mse-only,-209.535522
rht,mse-only,-223.427612
rht,mse-only,-266.691833
rht,mse-only,-724.946716
rht,mse-only,-202.095703
rht,mse-only,-234.562622
rht,mse-only,222.802124
rht,mse-only,-355.88623
rht,mse-only,-250.485596
rht,mse-only,-441.188843
rht,mse-only,207.425781
rht,mse-only,-533.10083
rht,mse-only,-573.172119
rht,mse-only,-227.302979
rht,mse-only,-506.456177
rht,mse-only,-525.822876
rht,mse-only,-218.335693
rht,mse-only,-310.274475
rht,mse-only,-234.363892
rht,mse-only,223.864868
rht,mse-only,-277.591003
rht,mse-only,-265.097961
rht,mse-only,-348.842041
rht,mse-only,-300.793243
rht,mse-only,-297.640503
rht,mse-only,-535.242371
rht,mse-only,-530.522644
rht,mse-only,-226.016357
rht,mse-only,-260.219849
rht,prod-1b,-976.486755
rht,prod-1b,-1054.343872
rht,prod-1b,-867.720764
rht,prod-1b,-849.272461
rht,prod-1b,-800.766602
rht,prod-1b,-1001.08667
rht,prod-1b,-938.142334
rht,prod-1b,-903.858521
rht,prod-1b,-330.083496
rht,prod-1b,-72.671753
rht,prod-1b,-994.436035
rht,prod-1b,-292.734131
rht,prod-1b,-944.265015
rht,prod-1b,-983.526733
rht,prod-1b,-258.789917
rht,prod-1b,-983.541382
rht,prod-1b,-945.375732
rht,prod-1b,-942.486084
rht,prod-1b,-271.97168
rht,prod-1b,-413.523834
rht,prod-1b,-842.443115
rht,prod-1b,-101.905396
rht,prod-1b,-1024.316895
rht,prod-1b,-834.617188
rht,prod-1b,-972.491211
rht,prod-1b,-881.725403
rht,prod-1b,-997.267456
rht,prod-1b,-1044.462646
rht,prod-1b,-966.772949
rht,prod-1b,-953.454102
rht,prod-1b,-289.660156
rht,prod-1b,-859.178955
rht,prod-1b,-966.487671
rht,prod-1b,-987.685791
rht,prod-1b,-940.57251
rht,prod-1b,-1008.589355
rht,prod-1b,-951.539551
rht,prod-1b,-2075.466309
rht,prod-1b,-265.904297
rht,prod-1b,-981.100708
rht,prod-1b,-1004.493774
rht,prod-1b,-97.629028
rht,prod-1b,-866.131287
rht,prod-1b,-920.257019
rht,prod-1b,-906.801941
rht,prod-1b,-860.976013
rht,prod-1b,-1022.43457
rht,prod-1b,-721.018127
rht,prod-1b,-970.103638
rht,prod-1b,-62.52124
rht,prod-1b,-898.663452
rht,prod-1b,-858.654297
rht,prod-1b,-993.558838
rht,prod-1b,-901.987732
rht,prod-1b,-1009.363892
rht,prod-1b,-818.997192
rht,prod-1b,-949.112061
rht,prod-1b,-940.954834
rht,prod-1b,-1625.737793
rht,prod-1b,-955.77356
rht,prod-1b,-971.559326
rht,prod-1b,-935.561401
rht,prod-1b,-878.818237
rht,prod-1b,-901.780151
rht,prod-1b,-951.029785
rht,prod-1b,-943.810608
rht,prod-1b,-816.531067
rht,prod-1b,-581.7276
rht,prod-1b,-221.778809
rht,prod-1b,-883.843811
rht,prod-1b,-914.654785
rht,prod-1b,-99.634644
rht,prod-1b,-978.624023
rht,prod-1b,-944.579224
rht,prod-1b,-999.731323
rht,prod-1b,-294.992188
rht,prod-1b,-898.275208
rht,prod-1b,-222.770508
rht,prod-1b,-952.309448
rht,prod-1b,-902.233398
rht,prod-1b,-962.955322
rht,prod-1b,-846.899231
rht,prod-1b,-838.611267
rht,prod-1b,-928.440063
rht,prod-1b,-894.87677
rht,prod-1b,-867.567688
rht,prod-1b,-885.122131
rht,prod-1b,-970.122314
rht,prod-1b,-921.65271
rht,prod-1b,-999.919067
rht,prod-1b,-897.453918
rht,prod-1b,-354.235474
rht,prod-1b,-1000.580444
rht,prod-1b,-764.591187
rht,prod-1b,-878.373108
rht,prod-1b,-989.626953
rht,prod-1b,-288.41748
rht,prod-1b,-898.275208
rht,prod-1b,-1006.532715
rht,prod-1b,-824.672485
rht,prod-1b,-245.5177
rht,prod-1b,-854.167114
rht,prod-1b,-283.178589
rht,prod-1b,-1028.171509
rht,prod-1b,-1009.856201
rht,prod-1b,-919.872681
rht,prod-1b,-1052.072144
rht,prod-1b,-940.106812
rht,prod-1b,-995.341187
rht,prod-1b,-960.067139
rht,prod-1b,-1689.594727
rht,prod-1b,-113.587097
rht,prod-1b,-847.528748
rht,prod-1b,-666.848511
rht,prod-1b,-279.095703
rht,prod-1b,-653.917603
rht,prod-1b,-902.972168
rht,prod-1b,-1054.75293
rht,prod-1b,-2081.060791
rht,prod-1b,-812.97583
rht,prod-1b,-864.773865
rht,prod-1b,-809.96991
rht,prod-1b,-307.040405
rht,prod-1b,-1021.906616
rht,prod-1b,-934.583496
rht,prod-1b,-996.997925
rht,prod-1b,-903.231934
rht,prod-1b,-999.629395
rht,prod-1b,-854.108887
rht,prod-1b,-710.745361
rht,prod-1b,-956.225464
rht,prod-1b,-852.669495
rht,prod-1b,-691.477539
rht,prod-1b,-981.295654
rht,prod-1b,-905.130066
rht,prod-1b,-938.804077
rht,prod-1b,-1026.600586
rht,prod-1b,-972.368652
rht,prod-1b,-1024.030884
rht,prod-1b,-971.495483
rht,prod-1b,-908.612732
rht,prod-1b,-963.780518
rht,prod-1b,-978.124634
rht,prod-1b,-271.099731
rht,prod-1b,-1064.710327
rht,prod-1b,-974.052856
rht,prod-1b,-660.736267
rht,prod-1b,-919.32312
rht,prod-1b,-841.957825
rht,prod-1b,-985.340942
rht,prod-1b,-559.756592
rht,prod-1b,-962.113647
rht,prod-1b,-960.067139
rht,prod-1b,-959.704224
rht,prod-1b,-1022.950928
rht,prod-1b,-937.000244
rht,prod-1b,-914.654785
rht,prod-1b,-629.06189
rht,prod-1b,-906.409241
rht,prod-1b,-1000.580444
rht,prod-1b,-951.50415
rht,prod-1b,-927.107422
rht,prod-1b,-848.54834
rht,prod-1b,-581.7276
rht,prod-1b,-366.067749
rht,prod-1b,-276.264038
rht,prod-1b,-1045.502563
rht,prod-1b,-227.111938
rht,prod-1b,-998.380615
rht,prod-1b,-844.052246
rht,prod-1b,-851.368042
rht,prod-1b,-971.676636
rht,prod-1b,-998.380615
rht,prod-1b,-890.532776
rht,prod-1b,-1028.610229
rht,prod-1b,-1697.603027
rht,prod-1b,-971.130249
rht,prod-1b,-1674.819458
rht,prod-1b,-285.589478
rht,prod-1b,-885.122131
rht,prod-1b,-892.472778
rht,prod-1b,-902.233398
rht,prod-1b,-847.354675
rht,prod-1b,-1022.447876
rht,prod-1b,-975.915649
rht,prod-1b,-909.582153
rht,prod-1b,-266.990967
rht,prod-1b,-1066.230591
rht,prod-1b,-845.570435
rht,prod-1b,-920.762451
rht,prod-1b,-1001.330322
rht,prod-1b,-1005.544434
rht,prod-1b,-955.567139
rht,prod-1b,-2114.836426
rht,prod-1b,-948.830688
rht,prod-1b,-934.731812
rht,prod-1b,-238.516357
rht,prod-1b,-866.131287
rht,prod-1b,-943.312012
rht,prod-1b,-1012.57666
rht,prod-1b,-138.081421
rht,prod-1b,-915.343506
rht,prod-1b,-968.939941
rht,prod-1b,-715.70166
rht,prod-1b,-1069.724731
rht,prod-1b,-1037.255005
rht,prod-1b,-839.965454
rht,prod-1b,-996.41626
rht,prod-1b,-731.740601
rht,prod-1b,-852.669495
rht,prod-1b,-969.01062
rht,prod-1b,-896.460083
rht,prod-1b,-214.268433
rht,prod-1b,-2010.059326
rht,prod-1b,-948.319214
rht,prod-1b,-715.70166
rht,prod-1b,-853.728149
rht,prod-1b,-540.736755
rht,prod-1b,-878.082947
rht,prod-1b,-198.311768
rht,prod-1b,-867.076233
rht,prod-1b,-986.792725
rht,prod-1b,-844.591919
rht,prod-1b,-959.26709
rht,prod-1b,-96.603638
rht,prod-1b,-1689.594727
rht,prod-1b,-1060.1604
rht,prod-1b,-862.022217
rht,prod-1b,-907.025024
rht,prod-1b,-901.780151
rht,prod-1b,-1671.225098
rht,prod-1b,-770.49054
rht,prod-1b,-889.057739
rht,prod-1b,-710.502319
rht,prod-1b,-742.217712
rht,prod-1b,-243.106812
rht,prod-1b,-280.876831
rht,prod-1b,-841.987366
rht,prod-1b,-848.198914
rht,prod-1b,-995.618408
rht,prod-1b,-189.770142
rht,prod-1b,-893.920776
rht,prod-1b,-1005.804565
rht,prod-1b,-943.190674
rht,prod-1b,-954.459839
rht,prod-1b,-842.350769
rht,prod-1b,-214.11499
rht,prod-1b,-971.964478
rht,prod-1b,-884.386841
rht,prod-1b,-907.138428
rht,prod-1b,-920.177612
rht,prod-1b,-271.836426
rht,prod-1b,-963.479492
rht,prod-1b,-967.735962
rht,prod-1b,-953.631348
rht,prod-1b,-985.414795
rht,prod-1b,-901.945435
rht,prod-1b,-842.880493
rht,prod-1b,-413.523834
rht,prod-1b,-906.517456
rht,prod-1b,-836.850281
rht,prod-1b,-898.231567
rht,prod-1b,-729.875671
rht,prod-1b,-860.222778
rht,prod-1b,-723.029236
rht,prod-1b,-717.810608
rht,prod-1b,-1019.053711
rht,prod-1b,-978.029663
rht,prod-1b,-992.767822
rht,prod-1b,-752.70874
rht,prod-1b,-1742.00293
rht,prod-1b,-1043.513184
rht,prod-1b,-1062.059448
rht,prod-1b,-901.852051
rht,prod-1b,-881.230957
rht,prod-1b,-919.083984
rht,prod-1b,-881.983459
rht,prod-1b,-830.820435
rht,prod-1b,-948.194702
rht,prod-1b,-903.74469
rht,prod-1b,-940.462036
rht,prod-1b,-1044.462646
rht,prod-1b,-498.75824
rht,prod-1b,-994.282654
rht,prod-1b,-815.652405
rht,prod-1b,-1662.325562
rht,prod-1b,-275.956787
rht,prod-1b,-1010.074463
rht,prod-1b,-208.211182
rht,prod-1b,-723.029236
rht,prod-1b,-814.60498
rht,prod-1b,-914.875488
rht,prod-1b,-2066.884277
rht,prod-1b,-846.618408
rht,prod-1b,-811.812744
rht,prod-1b,-695.415771
rht,prod-1b,-987.721191
rht,prod-1b,-278.173828
rht,prod-1b,-549.43457
rht,prod-1b,-808.507812
rht,prod-1b,-67.574524
rht,prod-1b,-894.690674
rht,prod-1b,-717.061279
rht,prod-1b,-896.589172
rht,prod-1b,-915.807495
rht,prod-1b,-307.101685
rht,prod-1b,-943.177124
rht,prod-1b,-859.557861
rht,prod-1b,-217.371826
rht,prod-1b,-980.133545
rht,prod-1b,-890.858276
rht,prod-1b,-742.217712
rht,prod-1b,-283.205811
rht,prod-1b,-700.678467
rht,prod-1b,-968.598389
rht,prod-1b,-855.185425
rht,prod-1b,-1048.421509
rht,prod-1b,-873.704468
rht,prod-1b,-971.562439
rht,prod-1b,-917.238586
rht,prod-1b,-960.98584
rht,prod-1b,-955.853027
rht,prod-1b,-244.271362
rht,prod-1b,-862.032471
rht,prod-1b,-1698.265625
rht,prod-1b,-857.08728
rht,prod-1b,-901.528198
rht,prod-1b,-951.920776
rht,prod-1b,-995.36377
rht,prod-1b,-941.234253
rht,prod-1b,-851.725647
rht,prod-1b,-842.350769
rht,prod-1b,-993.186401
rht,prod-1b,-779.282227
rht,prod-1b,-1608.539551
rht,prod-1b,-230.694092
rht,prod-1b,-1022.447876
rht,prod-1b,-926.23584
rht,prod-1b,-1068.693237
rht,prod-1b,-1056.739014
rht,prod-1b,-1623.870117
rht,prod-1b,-1672.721191
rht,prod-1b,-931.869141
rht,prod-1b,-1750.534302
rht,prod-1b,-1714.273438
rht,prod-1b,-989.344849
rht,prod-1b,-970.872986
rht,prod-1b,-995.618408
rht,prod-1b,-985.013184
rht,prod-1b,-1020.429688
rht,prod-1b,-899.891357
rht,prod-1b,-1005.804565
rht,prod-1b,-847.317078
rht,prod-1b,-978.241943
rht,prod-1b,-231.441772
rht,prod-1b,-230.135498
rht,prod-1b,-935.744995
rht,prod-1b,-860.444885
rht,prod-1b,-1027.737671
rht,prod-1b,-966.719849
rht,prod-1b,-956.696045
rht,prod-1b,-984.164673
rht,prod-1b,-938.142334
rht,prod-1b,-907.903564
rht,prod-1b,-65.555786
rht,prod-1b,-892.89917
rht,prod-1b,-971.130249
rht,prod-1b,-1075.189819
rht,prod-1b,-943.271362
rht,prod-1b,-999.988647
rht,prod-1b,-978.826294
rht,prod-1b,-985.414795
rht,prod-1b,-917.238586
rht,prod-1b,-817.555786
rht,prod-1b,-811.812744
rht,prod-1b,-971.290649
rht,prod-1b,-835.87854
rht,prod-1b,-907.750977
rht,prod-1b,-956.89563
rht,prod-1b,-708.400757
rht,prod-1b,-245.359741
rht,prod-1b,-972.604004
rht,prod-1b,-846.164307
rht,prod-1b,-306.040283
rht,prod-1b,-934.297668
rht,prod-1b,-956.696045
rht,prod-1b,-1774.91687
rht,prod-1b,-258.823608
rht,prod-1b,-998.1521
rht,prod-1b,-1593.047119
rht,prod-1b,-700.11084
rht,prod-1b,-948.163086
rht,prod-1b,-742.217712
rht,prod-1b,-1018.919678
rht,prod-1b,-838.041382
rht,prod-1b,-1006.737427
rht,prod-1b,-836.55603
rht,prod-1b,-1008.589355
rht,prod-1b,-870.075867
rht,prod-1b,-84.013062
rht,prod-1b,-1686.108765
rht,prod-1b,-1046.696289
rht,prod-1b,-784.617554
rht,prod-1b,-965.890381
rht,prod-1b,-959.864502
rht,prod-1b,-971.518921
rht,prod-1b,-572.945801
rht,prod-1b,-1698.265625
rht,prod-1b,-946.985352
rht,prod-1b,-377.312134
rht,prod-1b,-81.792236
rht,prod-1b,-851.723328
rht,prod-1b,-657.602051
rht,prod-1b,-973.84668
rht,prod-1b,-945.268555
rht,prod-1b,-993.196655
rht,prod-1b,-843.492004
rht,prod-1b,-233.947998
rht,prod-1b,-286.142212
rht,prod-1b,-1024.030884
rht,prod-1b,-248.754639
rht,prod-1b,-309.541992
rht,prod-1b,-995.618408
rht,prod-1b,-800.766602
rht,prod-1b,-265.775513
rht,prod-1b,-1005.077393
rht,prod-1b,-946.985352
rht,prod-1b,-1023.166138
rht,prod-1b,-847.528748
rht,prod-1b,-897.158997
rht,prod-1b,-840.73938
rht,prod-1b,-833.703613
rht,prod-1b,-925.496582
rht,prod-1b,-363.379517
rht,prod-1b,-68.202393
rht,prod-1b,-449.022766
rht,prod-1b,-950.240601
rht,prod-1b,-914.947876
rht,prod-1b,-2031.062256
rht,prod-1b,-1648.302246
rht,prod-1b,-1032.783447
rht,prod-1b,-893.753357
rht,prod-1b,-912.938843
rht,prod-1b,-1055.630127
rht,prod-1b,-1003.823853
rht,prod-1b,-1005.308838
rht,prod-1b,-1689.594727
rht,prod-1b,-212.647095
rht,prod-1b,-900.11554
rht,prod-1b,-859.178955
rht,prod-1b,-859.351501
rht,prod-1b,-238.516357
rht,prod-1b,-915.69397
rht,prod-1b,-859.136414
rht,prod-1b,-838.060364
rht,prod-1b,-249.105103
rht,prod-1b,-307.040405
rht,prod-1b,-931.630493
rht,prod-1b,-1054.818726
rht,prod-1b,-294.77417
rht,prod-1b,-1009.363892
rht,prod-1b,-947.974854
rht,prod-1b,-1011.334961
rht,prod-1b,-937.066162
rht,prod-1b,-919.998535
rht,prod-1b,-953.631348
rht,prod-1b,-945.048462
rht,prod-1b,-915.69397
rht,prod-1b,-976.602417
rht,prod-1b,-850.27179
rht,prod-1b,-1002.440552
rht,prod-1b,-1748.816528
rht,prod-1b,-962.117554
rht,prod-1b,-941.208374
rht,prod-1b,-818.886169
rht,prod-1b,-1583.561035
rht,prod-1b,-997.707886
rht,prod-1b,-993.990112
rht,prod-1b,-10.713257
rht,prod-1b,-1066.026245
rht,prod-1b,-983.541382
rht,prod-1b,-895.607849
rht,prod-1b,-828.710449
rht,prod-1b,-916.374084
rht,prod-1b,-256.277344
rht,prod-1b,-288.15979
rht,prod-1b,-105.221375
rht,prod-1b,-813.957458
rht,prod-1b,-116.280884
rht,prod-1b,-960.372925
rht,prod-1b,-236.560425
rht,prod-1b,-2010.059326
rht,prod-1b,-988.807373
rht,prod-1b,-284.050659
rht,prod-1b,-818.886169
rht,prod-1b,-1069.158081
rht,prod-1b,-968.598389
rht,prod-1b,-943.967896
rht,prod-1b,-966.779297
rht,prod-1b,-1008.897095
rht,prod-1b,-987.823914
rht,prod-1b,-784.196655
rht,prod-1b,-976.602417
rht,prod-1b,-943.278442
rht,prod-1b,-351.516724
rht,prod-1b,-856.455994
rht,prod-1b,-977.059692
rht,prod-1b,-860.444885
rht,prod-1b,-1013.859253
rht,prod-1b,-881.230957
rht,prod-1b,-300.918091
rht,prod-1b,-940.193237
rht,prod-1b,-988.473755
rht,prod-1b,-852.666077
rht,prod-1b,-907.337158
rht,prod-1b,-904.215637
rht,prod-1b,-970.990601
rht,prod-1b,-979.510254
rht,prod-1b,-981.468018
rht,prod-1b,-966.362915
rht,prod-1b,-956.759888
rht,prod-1b,-878.804077
rht,prod-1b,-715.70166
rht,prod-1b,-839.325134
rht,prod-1b,-997.125
rht,prod-1b,-1002.357422
rht,prod-1b,-841.316711
rht,prod-1b,-981.619507
rht,prod-1b,-1045.502563
rht,prod-1b,-111.809937
rht,prod-1b,-992.014893
rht,prod-1b,-996.379395
rht,prod-1b,-299.819214
rht,prod-1b,-979.850952
rht,prod-1b,-809.96991
rht,prod-1b,-1042.076904
rht,prod-1b,-1027.765869
rht,prod-1b,-911.480713
rht,prod-1b,-997.612183
rht,prod-1b,-316.111572
rht,prod-1b,-789.956055
rht,prod-1b,-828.736084
rht,prod-1b,-952.486816
rht,prod-1b,-1055.180298
rht,prod-1b,-821.939331
rht,prod-1b,-1000.057739
rht,prod-1b,-863.016418
rht,prod-1b,-708.299805
rht,prod-1b,-699.156799
rht,prod-1b,-792.811646
rht,prod-1b,-985.400024
rht,prod-1b,-819.456299
rht,prod-1b,-829.740723
rht,prod-1b,-342.637085
rht,prod-1b,-1590.477539
rht,prod-1b,-1011.041504
rht,prod-1b,-959.26709
rht,prod-1b,-898.853027
rht,prod-1b,-703.74292
rht,prod-1b,-859.178955
rht,prod-1b,-946.860352
rht,prod-1b,-940.431763
rht,prod-1b,-965.384033
rht,prod-1b,-943.095337
rht,prod-1b,-861.296082
rht,prod-1b,-884.386841
rht,prod-1b,-572.945801
rht,prod-1b,-885.122131
rht,prod-1b,-995.970215
rht,prod-1b,-1748.683105
rht,prod-1b,-723.029236
rht,prod-1b,-898.264648
rht,prod-1b,-715.70166
rht,prod-1b,-1066.230591
rht,prod-1b,-884.598328
rht,prod-1b,-293.598145
rht,prod-1b,-956.265564
rht,prod-1b,-288.694702
rht,prod-1b,-143.880859
rht,prod-1b,-302.99353
rht,prod-1b,-742.217712
rht,prod-1b,-893.753357
rht,prod-1b,-1014.314209
rht,prod-1b,-893.822998
rht,prod-1b,-951.868958
rht,prod-1b,-1748.683105
rht,prod-1b,-304.488281
rht,prod-1b,-763.750122
rht,prod-1b,-889.393433
rht,prod-1b,-971.964478
rht,prod-1b,-99.634644
rht,prod-1b,-1042.076904
rht,prod-1b,-1654.529663
rht,prod-1b,-1035.776489
rht,prod-1b,-1646.122803
rht,prod-1b,-708.299805
rht,prod-1b,-370.693726
rht,prod-1b,-991.269775
rht,prod-1b,-726.01001
rht,prod-1b,-653.917603
rht,prod-1b,-806.465759
rht,prod-1b,-2030.881714
rht,prod-1b,-697.423584
rht,prod-1b,-861.973816
rht,prod-1b,-691.477539
rht,prod-1b,-668.50177
rht,prod-1b,-900.718933
rht,prod-1b,-852.09552
rht,prod-1b,-893.714722
rht,prod-1b,-2050.094971
rht,prod-1b,-962.685547
rht,prod-1b,-817.555786
rht,prod-1b,-295.473267
rht,prod-1b,-721.018127
rht,prod-1b,-964.450073
rht,prod-1b,-940.929932
rht,prod-1b,-936.869019
rht,prod-1b,-994.243774
rht,prod-1b,-275.74353
rht,prod-1b,-999.731323
rht,prod-1b,-892.878601
rht,prod-1b,-358.391602
rht,prod-1b,-1071.350342
rht,prod-1b,-1063.990112
rht,prod-1b,-844.762329
rht,prod-1b,-944.512939
rht,prod-1b,-800.54834
rht,prod-1b,-1060.358032
rht,prod-1b,-845.576233
rht,prod-1b,-956.696045
rht,prod-1b,-230.814819
rht,prod-1b,-978.303833
rht,prod-1b,-1058.107544
rht,prod-1b,-960.156372
rht,prod-1b,-982.488525
rht,prod-1b,-841.157593
rht,prod-1b,-961.32959
rht,prod-1b,-884.847351
rht,prod-1b,-330.083496
rht,prod-1b,-1681.576904
rht,prod-1b,-979.55603
rht,prod-1b,-1057.98999
rht,prod-1b,-958.361206
rht,prod-1b,-987.721191
rht,prod-1b,-870.251892
rht,prod-1b,-900.785339
rht,prod-1b,-979.320068
rht,prod-1b,-1689.542725
rht,prod-1b,-340.758728
rht,prod-1b,-905.818787
rht,prod-1b,-975.333496
rht,prod-1b,-937.607788
rht,prod-1b,-940.57251
rht,prod-1b,-334.625488
rht,prod-1b,-846.900024
rht,prod-1b,-716.452942
rht,prod-1b,-544.718933
rht,prod-1b,-841.126221
rht,prod-1b,-1066.026245
rht,prod-1b,-265.775513
rht,prod-1b,-800.766602
rht,prod-1b,-207.223267
rht,prod-1b,-726.399048
rht,prod-1b,-835.016907
rht,prod-1b,-702.434448
rht,prod-1b,-104.704346
rht,prod-1b,-1066.443481
rht,prod-1b,-860.976013
rht,prod-1b,-916.008301
rht,prod-1b,-995.341187
rht,prod-1b,-847.694519
rht,prod-1b,-292.132202
rht,prod-1b,-951.241882
rht,prod-1b,-997.029785
rht,prod-1b,-844.487854
rht,prod-1b,-68.237671
rht,prod-1b,-240.881836
rht,prod-1b,-2106.73291
rht,prod-1b,-978.417236
rht,prod-1b,-1031.427124
rht,prod-1b,-981.295654
rht,prod-1b,-979.452759
rht,prod-1b,-387.792603
rht,prod-1b,-942.778259
rht,prod-1b,-981.317017
rht,prod-1b,-948.319214
rht,prod-1b,-712.672058
rht,prod-1b,-966.021606
rht,prod-1b,-949.630371
rht,prod-1b,-236.505371
rht,prod-1b,-965.890381
rht,prod-1b,-884.386841
rht,prod-1b,-968.626831
rht,prod-1b,-878.642273
rht,prod-1b,-1005.807617
rht,prod-1b,-985.726929
rht,prod-1b,-1000.580444
rht,prod-1b,-98.888062
rht,prod-1b,-943.955811
rht,prod-1b,-962.405762
rht,prod-1b,-898.275208
rht,prod-1b,-373.312134
rht,prod-1b,-967.735962
rht,prod-1b,-390.227661
rht,prod-1b,-914.777954
rht,prod-1b,-854.401917
rht,prod-1b,-949.883667
rht,prod-1b,-937.74646
rht,prod-1b,-940.258789
rht,prod-1b,-1549.963013
rht,prod-1b,-971.130249
rht,prod-1b,-243.761108
rht,prod-1b,-903.74469
rht,prod-1b,-1012.947388
