rotation,method,ip_err
none,mse-only,-1108.793579
none,mse-only,-1043.912354
none,mse-only,-1087.0896
none,mse-only,-1184.557373
none,mse-only,-1067.027222
none,mse-only,-1138.186523
none,mse-only,-1071.381714
none,mse-only,-1057.540405
none,mse-only,-1074.393555
none,mse-only,-1044.898193
none,mse-only,-1036.012817
none,mse-only,-1030.866821
none,mse-only,-1115.111694
none,mse-only,-1083.290649
none,mse-only,-1062.783691
none,mse-only,-1061.870605
none,mse-only,-1133.602295
none,mse-only,-1065.193481
none,mse-only,-1102.764648
none,mse-only,-1033.719727
none,mse-only,-1081.882568
none,mse-only,-1089.419556
none,mse-only,-1080.814453
none,mse-only,-1071.429688
none,mse-only,-1119.532959
none,mse-only,-1040.157471
none,mse-only,-1095.826172
none,mse-only,-1051.398193
none,mse-only,-1059.588623
none,mse-only,-1097.184204
none,mse-only,-1062.897705
none,mse-only,-1080.814453
none,mse-only,-1055.651367
none,mse-only,-1129.934448
none,mse-only,-1046.335693
none,mse-only,-1092.726196
none,mse-only,-1091.395508
none,mse-only,-1185.666504
none,mse-only,-1186.367065
none,mse-only,-1048.500732
none,mse-only,-1060.112427
none,mse-only,-1066.037231
none,mse-only,-1055.486572
none,mse-only,-1031.908569
none,mse-only,-1131.863159
none,mse-only,-1066.998413
none,mse-only,-1030.866821
none,mse-only,-1045.303955
none,mse-only,-1054.971191
none,mse-only,-1052.98999
none,mse-only,-1058.343262
none,mse-only,-1063.387085
none,mse-only,-1141.351807
none,mse-only,-1031.355835
none,mse-only,-1027.60022
none,mse-only,-1067.766357
none,mse-only,-1066.901611
none,mse-only,-1019.331787
none,mse-only,-1095.550537
none,mse-only,-1052.734619
none,mse-only,-1035.026001
none,mse-only,-1050.290283
none,mse-only,-1094.396484
none,mse-only,-1045.048828
none,mse-only,-1042.829468
none,mse-only,-1084.449707
none,mse-only,-1055.704712
none,mse-only,-1054.088867
none,mse-only,-1065.609131
none,mse-only,-1038.62085
none,mse-only,-1054.19458
none,mse-only,-1127.698486
none,mse-only,-1040.958008
none,mse-only,-1112.984253
none,mse-only,-1087.885498
none,mse-only,-1067.499634
none,mse-only,-1048.36377
none,mse-only,-1035.889282
none,mse-only,-1084.593384
none,mse-only,-1099.467041
none,mse-only,-1036.816772
none,mse-only,-1125.192139
none,mse-only,-1070.458618
none,mse-only,-1072.255859
none,mse-only,-1075.30957
none,mse-only,-1093.483887
none,mse-only,-1049.197388
none,mse-only,-1088.115479
none,mse-only,-1065.138062
none,mse-only,-1046.170166
none,mse-only,-1090.047485
none,mse-only,-1075.112305
none,mse-only,-1064.884277
none,mse-only,-1120.059692
none,mse-only,-1214.037109
none,mse-only,-1119.857056
none,mse-only,-1071.029053
none,mse-only,-1050.054688
none,mse-only,-1121.567505
none,mse-only,-1120.909302
none,mse-only,-1083.027588
none,mse-only,-1093.459839
none,mse-only,-1091.581299
none,mse-only,-1055.724365
none,mse-only,-1031.819702
none,mse-only,-1031.221924
none,mse-only,-1067.026123
none,mse-only,-1092.662354
none,mse-only,-1030.400391
none,mse-only,-1011.642151
none,mse-only,-1065.057129
none,mse-only,-1055.144043
none,mse-only,-1050.012451
none,mse-only,-1093.444946
none,mse-only,-1048.580566
none,mse-only,-1109.833252
none,mse-only,-1140.568726
none,mse-only,-1117.235107
none,mse-only,-1083.26355
none,mse-only,-1102.076904
none,mse-only,-1059.666748
none,mse-only,-1073.487305
none,mse-only,-1186.818604
none,mse-only,-1119.532959
none,mse-only,-1046.976929
none,mse-only,-1043.530273
none,mse-only,-1042.86792
none,mse-only,-1057.615112
none,mse-only,-1029.489258
none,mse-only,-1122.003418
none,mse-only,-1081.924805
none,mse-only,-1048.604248
none,mse-only,-1080.707031
none,mse-only,-1040.795532
none,mse-only,-1118.220947
none,mse-only,-1069.716064
none,mse-only,-1068.97522
none,mse-only,-1077.639526
none,mse-only,-1017.480103
none,mse-only,-1211.892822
none,mse-only,-1031.200562
none,mse-only,-1087.020142
none,mse-only,-1080.63147
none,mse-only,-1078.20813
none,mse-only,-1185.828613
none,mse-only,-1081.887085
none,mse-only,-1047.598633
none,mse-only,-1128.379272
none,mse-only,-1075.880615
none,mse-only,-1117.96167
none,mse-only,-1114.251221
none,mse-only,-1116.19458
none,mse-only,-1072.040527
none,mse-only,-1073.87085
none,mse-only,-1097.120483
none,mse-only,-1110.098022
none,mse-only,-1057.380005
none,mse-only,-1084.985474
none,mse-only,-1046.503418
none,mse-only,-1142.825195
none,mse-only,-1076.137207
none,mse-only,-1074.23999
none,mse-only,-1089.397583
none,mse-only,-1090.832764
none,mse-only,-1096.263916
none,mse-only,-1115.057861
none,mse-only,-1046.335693
none,mse-only,-1138.538452
none,mse-only,-1074.266724
none,mse-only,-1140.694336
none,mse-only,-1085.640015
none,mse-only,-1044.463379
none,mse-only,-1068.387573
none,mse-only,-1071.029053
none,mse-only,-1108.793579
none,mse-only,-1049.933716
none,mse-only,-1040.157715
none,mse-only,-1069.719238
none,mse-only,-1062.554077
none,mse-only,-1106.28894
none,mse-only,-1032.341309
none,mse-only,-1090.958252
none,mse-only,-1059.309326
none,mse-only,-1058.296509
none,mse-only,-1035.5
none,mse-only,-1091.601318
none,mse-only,-1090.880615
none,mse-only,-1148.953979
none,mse-only,-1100.049316
none,mse-only,-1081.956421
none,mse-only,-1054.613892
none,mse-only,-1049.890625
none,mse-only,-1085.630127
none,mse-only,-1032.014404
none,mse-only,-1093.628418
none,mse-only,-1043.525879
none,mse-only,-1106.216675
none,mse-only,-1088.303589
none,mse-only,-1062.623657
none,mse-only,-1058.622559
none,mse-only,-1093.483887
none,mse-only,-1056.815552
none,mse-only,-1057.790283
none,mse-only,-1054.004639
none,mse-only,-1058.110229
none,mse-only,-1057.380005
none,mse-only,-1029.663574
none,mse-only,-1129.504272
none,mse-only,-1070.813965
none,mse-only,-1116.193848
none,mse-only,-1087.353882
none,mse-only,-1108.588623
none,mse-only,-1122.58728
none,mse-only,-1015.652161
none,mse-only,-1114.62561
none,mse-only,-1043.530273
none,mse-only,-1114.251221
none,mse-only,-1072.215576
none,mse-only,-1076.885132
none,mse-only,-1036.431763
none,mse-only,-1055.144043
none,mse-only,-1034.115234
none,mse-only,-1111.961182
none,mse-only,-1095.918091
none,mse-only,-1102.697388
none,mse-only,-1099.322144
none,mse-only,-1040.858887
none,mse-only,-1063.650879
none,mse-only,-1148.953979
none,mse-only,-1091.831665
none,mse-only,-1043.83374
none,mse-only,-1169.241577
none,mse-only,-1053.093262
none,mse-only,-1075.314819
none,mse-only,-1077.462524
none,mse-only,-1059.720947
none,mse-only,-1100.704346
none,mse-only,-1085.738281
none,mse-only,-1180.375
none,mse-only,-1054.602905
none,mse-only,-1093.55127
none,mse-only,-1051.235107
none,mse-only,-1151.00647
none,mse-only,-1184.368408
none,mse-only,-1011.642151
none,mse-only,-1184.007812
none,mse-only,-1047.22998
none,mse-only,-1083.027588
none,mse-only,-1061.729614
none,mse-only,-1127.356201
none,mse-only,-1048.35376
none,mse-only,-1058.611084
none,mse-only,-1120.172974
none,mse-only,-1084.823975
none,mse-only,-1080.056885
none,mse-only,-1093.235596
none,mse-only,-1059.516113
none,mse-only,-1048.413208
none,mse-only,-1116.890503
none,mse-only,-1077.043823
none,mse-only,-1095.764648
none,mse-only,-1052.190918
none,mse-only,-1124.674927
none,mse-only,-1135.75354
none,mse-only,-1115.111694
none,mse-only,-1091.870728
none,mse-only,-1071.592529
none,mse-only,-1059.088623
none,mse-only,-1039.029297
none,mse-only,-1141.351807
none,mse-only,-1054.487915
none,mse-only,-1031.908569
none,mse-only,-1096.102783
none,mse-only,-1099.467041
none,mse-only,-1106.921631
none,mse-only,-1059.912842
none,mse-only,-1044.606445
none,mse-only,-1096.519897
none,mse-only,-1044.615845
none,mse-only,-1086.503174
none,mse-only,-1091.471313
none,mse-only,-1115.427612
none,mse-only,-1140.246582
none,mse-only,-1107.585571
none,mse-only,-1080.63147
none,mse-only,-1058.110352
none,mse-only,-1037.484375
none,mse-only,-1120.232788
none,mse-only,-1077.733398
none,mse-only,-1090.398071
none,mse-only,-1095.764648
none,mse-only,-1106.92749
none,mse-only,-1059.160889
none,mse-only,-1069.124146
none,mse-only,-1055.623535
none,mse-only,-1107.160156
none,mse-only,-1073.662598
none,mse-only,-1031.704834
none,mse-only,-1062.226318
none,mse-only,-1103.557373
none,mse-only,-1102.697388
none,mse-only,-1086.731323
none,mse-only,-1213.078613
none,mse-only,-1011.642151
none,mse-only,-1137.921143
none,mse-only,-1140.105103
none,mse-only,-1029.078125
none,mse-only,-1108.242554
none,mse-only,-1075.120605
none,mse-only,-1031.619751
none,mse-only,-1096.023071
none,mse-only,-1111.123535
none,mse-only,-1044.248047
none,mse-only,-1047.113403
none,mse-only,-1091.884766
none,mse-only,-1115.157959
none,mse-only,-1079.542847
none,mse-only,-1083.169312
none,mse-only,-1057.544434
none,mse-only,-1077.792236
none,mse-only,-1070.296509
none,mse-only,-1097.066406
none,mse-only,-1078.138794
none,mse-only,-1074.982056
none,mse-only,-1090.884888
none,mse-only,-1110.091919
none,mse-only,-1094.353516
none,mse-only,-1042.98584
none,mse-only,-1064.73938
none,mse-only,-1072.237793
none,mse-only,-1066.305054
none,mse-only,-1050.063721
none,mse-only,-1128.463745
none,mse-only,-1050.612671
none,mse-only,-1034.753784
none,mse-only,-1182.624023
none,mse-only,-1129.504272
none,mse-only,-1092.172852
none,mse-only,-1052.147705
none,mse-only,-1076.885132
none,mse-only,-1069.479492
none,mse-only,-1108.784424
none,mse-only,-1163.617188
none,mse-only,-1090.51355
none,mse-only,-1111.200684
none,mse-only,-1115.057861
none,mse-only,-1106.47229
none,mse-only,-1084.765381
none,mse-only,-1076.538086
none,mse-only,-1035.063599
none,mse-only,-1112.702026
none,mse-only,-1094.176636
none,mse-only,-1051.417725
none,mse-only,-1027.935791
none,mse-only,-1033.227905
none,mse-only,-1052.652344
none,mse-only,-1104.219604
none,mse-only,-1063.345093
none,mse-only,-1049.523926
none,mse-only,-1214.037109
none,mse-only,-1084.985474
none,mse-only,-1067.222046
none,mse-only,-1067.499634
none,mse-only,-1094.695801
none,mse-only,-1090.030273
none,mse-only,-1126.491333
none,mse-only,-1044.604248
none,mse-only,-1170.500854
none,mse-only,-1082.445923
none,mse-only,-1055.992554
none,mse-only,-1019.551086
none,mse-only,-1077.775513
none,mse-only,-1083.077515
none,mse-only,-1001.331055
none,mse-only,-1071.08374
none,mse-only,-1095.253418
none,mse-only,-1066.166748
none,mse-only,-1107.977905
none,mse-only,-1094.888672
none,mse-only,-1064.663696
none,mse-only,-1090.524414
none,mse-only,-1098.429199
none,mse-only,-1072.76709
none,mse-only,-1039.110962
none,mse-only,-1107.539673
none,mse-only,-1069.866943
none,mse-only,-1034.489502
none,mse-only,-1050.512451
none,mse-only,-1077.834229
none,mse-only,-1097.791748
none,mse-only,-1050.367432
none,mse-only,-1066.194458
none,mse-only,-1097.91333
none,mse-only,-1109.065308
none,mse-only,-1075.872925
none,mse-only,-1073.88562
none,mse-only,-1058.306274
none,mse-only,-1067.766357
none,mse-only,-1085.162476
none,mse-only,-1091.831665
none,mse-only,-1032.430664
none,mse-only,-1061.713867
none,mse-only,-1098.052002
none,mse-only,-1052.190918
none,mse-only,-1119.976929
none,mse-only,-1019.17627
none,mse-only,-1095.255615
none,mse-only,-1032.6875
none,mse-only,-1050.525635
none,mse-only,-1109.023071
none,mse-only,-1096.347168
none,mse-only,-1046.172729
none,mse-only,-1038.165405
none,mse-only,-1084.147095
none,mse-only,-1096.886353
none,mse-only,-1109.395142
none,mse-only,-1037.306519
none,mse-only,-1109.730591
none,mse-only,-1051.565918
none,mse-only,-1062.483032
none,mse-only,-1040.938721
none,mse-only,-1147.140503
none,mse-only,-1057.790527
none,mse-only,-1189.241455
none,mse-only,-1045.72998
none,mse-only,-1074.944092
none,mse-only,-1062.621948
none,mse-only,-1068.876953
none,mse-only,-1126.491333
none,mse-only,-1054.851196
none,mse-only,-1131.254761
none,mse-only,-1029.423462
none,mse-only,-1184.733154
none,mse-only,-1031.859131
none,mse-only,-1089.926147
none,mse-only,-1083.052124
none,mse-only,-1091.601318
none,mse-only,-1122.059204
none,mse-only,-1081.883301
none,mse-only,-1031.859131
none,mse-only,-1042.669434
none,mse-only,-1089.540527
none,mse-only,-1067.766357
none,mse-only,-1099.670898
none,mse-only,-1095.674316
none,mse-only,-1048.646851
none,mse-only,-1057.980835
none,mse-only,-1096.813965
none,mse-only,-1103.748291
none,mse-only,-1084.899902
none,mse-only,-1055.724365
none,mse-only,-1033.623901
none,mse-only,-1082.361694
none,mse-only,-1163.617188
none,mse-only,-1183.44458
none,mse-only,-1034.044556
none,mse-only,-1097.53064
none,mse-only,-1040.972534
none,mse-only,-1070.226074
none,mse-only,-1088.741943
none,mse-only,-1237.556152
none,mse-only,-1044.761108
none,mse-only,-1056.222168
none,mse-only,-1041.479492
none,mse-only,-1033.227905
none,mse-only,-1095.146484
none,mse-only,-1030.230835
none,mse-only,-1120.172974
none,mse-only,-1190.140381
none,mse-only,-1041.841797
none,mse-only,-1087.846069
none,mse-only,-1086.394653
none,mse-only,-1116.193848
none,mse-only,-1091.878052
none,mse-only,-1163.617188
none,mse-only,-1186.931641
none,mse-only,-1074.946167
none,mse-only,-1097.53064
none,mse-only,-1089.010986
none,mse-only,-1080.588745
none,mse-only,-1063.297119
none,mse-only,-1101.754272
none,mse-only,-1058.289795
none,mse-only,-1059.282104
none,mse-only,-1097.044189
none,mse-only,-1085.585083
none,mse-only,-1064.73938
none,mse-only,-1033.410156
none,mse-only,-1091.06958
none,mse-only,-1117.235107
none,mse-only,-1013.758545
none,mse-only,-1034.853271
none,mse-only,-1058.872681
none,mse-only,-1044.900024
none,mse-only,-1105.783081
none,mse-only,-1091.931519
none,mse-only,-1045.876221
none,mse-only,-1038.165405
none,mse-only,-1061.491943
none,mse-only,-1059.244629
none,mse-only,-1099.68335
none,mse-only,-1086.641113
none,mse-only,-1096.263916
none,mse-only,-1036.816772
none,mse-only,-1054.343262
none,mse-only,-1087.66748
none,mse-only,-1067.213501
none,mse-only,-1111.94397
none,mse-only,-1145.213745
none,mse-only,-1067.856567
none,mse-only,-1070.160767
none,mse-only,-1082.59375
none,mse-only,-1120.059692
none,mse-only,-1091.638672
none,mse-only,-1112.035278
none,mse-only,-1015.107117
none,mse-only,-1027.935791
none,mse-only,-1064.322998
none,mse-only,-1107.255737
none,mse-only,-1067.671509
none,mse-only,-1072.182251
none,mse-only,-1054.422607
none,mse-only,-1102.023438
none,mse-only,-1041.332275
none,mse-only,-1052.645874
none,mse-only,-1038.690918
none,mse-only,-1100.796143
none,mse-only,-1092.273926
none,mse-only,-1055.870117
none,mse-only,-1023.670044
none,mse-only,-1057.12561
none,mse-only,-1047.451782
none,mse-only,-1046.69043
none,mse-only,-1140.936523
none,mse-only,-1095.460205
none,mse-only,-1109.992432
none,mse-only,-1099.862915
none,mse-only,-1044.039795
none,mse-only,-1064.355957
none,mse-only,-1120.232788
none,mse-only,-1042.470215
none,mse-only,-1080.414062
none,mse-only,-1053.585938
none,mse-only,-1080.424683
none,mse-only,-1133.18103
none,mse-only,-1056.350098
none,mse-only,-1080.704834
none,mse-only,-1101.515381
none,mse-only,-1069.549805
none,mse-only,-1095.890259
none,mse-only,-1046.503418
none,mse-only,-1044.248047
none,mse-only,-1046.311035
none,mse-only,-1070.339478
none,mse-only,-1097.533203
none,mse-only,-1099.062866
none,mse-only,-1064.086792
none,mse-only,-1098.43042
none,mse-only,-1040.96521
none,mse-only,-1084.899902
none,mse-only,-1052.32959
none,mse-only,-1059.720947
none,mse-only,-1021.104492
none,mse-only,-1018.088318
none,mse-only,-1049.619873
none,mse-only,-1037.809692
none,mse-only,-1050.733154
none,mse-only,-1036.431763
none,mse-only,-1113.182495
none,mse-only,-1033.835327
none,mse-only,-1041.681519
none,mse-only,-1163.373413
none,mse-only,-1060.831543
none,mse-only,-1110.758789
none,mse-only,-1016.536377
none,mse-only,-1073.930542
none,mse-only,-1118.114258
none,mse-only,-1141.083496
none,mse-only,-1017.687561
none,mse-only,-1037.713745
none,mse-only,-1039.889038
none,mse-only,-1056.206421
none,mse-only,-1052.747803
none,mse-only,-1032.44812
none,mse-only,-1060.321289
none,mse-only,-1099.281616
none,mse-only,-1097.736084
none,mse-only,-1071.381714
none,mse-only,-1051.608887
none,mse-only,-1052.652344
none,mse-only,-1030.93335
none,mse-only,-1033.089355
none,mse-only,-1059.682129
none,mse-only,-1039.908447
none,mse-only,-1043.966919
none,mse-only,-1095.031494
none,mse-only,-1188.585205
none,mse-only,-1040.972534
none,mse-only,-1089.521362
none,mse-only,-1094.835205
none,mse-only,-1101.461426
none,mse-only,-1032.643921
none,mse-only,-1087.020142
none,mse-only,-1090.415039
none,mse-only,-1074.803101
none,mse-only,-1050.386353
none,mse-only,-1111.123535
none,mse-only,-1099.192139
none,mse-only,-1034.416504
none,mse-only,-1095.253418
none,mse-only,-1001.331055
none,mse-only,-1090.914917
none,mse-only,-1054.666748
none,mse-only,-1095.253418
none,mse-only,-1093.65271
none,mse-only,-1129.504272
none,mse-only,-1109.797607
none,mse-only,-1051.702881
none,mse-only,-1135.75354
none,mse-only,-1029.386108
none,mse-only,-1088.719971
none,mse-only,-1045.72998
none,mse-only,-1081.938843
none,mse-only,-1109.551025
none,mse-only,-1150.557373
none,mse-only,-1097.791748
none,mse-only,-1064.73938
none,mse-only,-1069.831299
none,mse-only,-1031.859131
none,mse-only,-1097.066406
none,mse-only,-1081.789307
none,mse-only,-1085.412598
none,mse-only,-1039.626709
none,mse-only,-1019.011597
none,mse-only,-1122.319702
none,mse-only,-1070.039551
none,mse-only,-1140.936523
none,mse-only,-1054.390259
none,mse-only,-1050.1604
none,mse-only,-1080.659668
none,mse-only,-1126.391479
none,mse-only,-1138.186523
none,mse-only,-1024.999634
none,mse-only,-1076.11145
none,mse-only,-1093.425537
none,mse-only,-1042.840698
none,mse-only,-1115.737427
none,mse-only,-1045.729492
none,mse-only,-1075.872925
none,mse-only,-1016.858459
none,mse-only,-1051.235107
none,mse-only,-1082.59375
none,mse-only,-1104.938843
none,mse-only,-1079.202515
none,mse-only,-1122.58728
none,mse-only,-1077.958496
none,mse-only,-1072.687744
none,mse-only,-1043.912354
none,mse-only,-1052.695801
none,mse-only,-1071.255737
none,mse-only,-1088.451172
none,mse-only,-1093.852295
none,mse-only,-1030.986206
none,mse-only,-1105.783081
none,mse-only,-1052.730225
none,mse-only,-1085.412598
none,mse-only,-1118.870239
none,mse-only,-1038.065552
none,mse-only,-1084.147095
none,mse-only,-1073.542236
none,mse-only,-1044.604248
none,mse-only,-1048.478516
none,mse-only,-1052.581055
none,mse-only,-1100.508301
none,mse-only,-1107.075195
none,mse-only,-1086.0354
none,mse-only,-1085.412598
none,mse-only,-1054.937256
none,mse-only,-1095.918091
none,mse-only,-1140.732666
none,mse-only,-1059.088623
none,mse-only,-1184.291016
none,mse-only,-1126.491333
none,mse-only,-1099.281616
none,mse-only,-1059.07605
none,mse-only,-1070.813965
none,mse-only,-1031.926392
none,mse-only,-1113.152832
none,mse-only,-1118.114258
none,mse-only,-1075.005737
none,mse-only,-1073.124268
none,mse-only,-1089.258667
none,mse-only,-1113.246216
none,mse-only,-1075.969116
none,mse-only,-1099.281616
none,mse-only,-1184.557373
none,mse-only,-1067.107056
none,mse-only,-1115.619629
none,mse-only,-1050.853027
none,mse-only,-1080.999268
none,mse-only,-1095.802734
none,mse-only,-1052.102539
none,mse-only,-1107.838013
none,mse-only,-1096.740356
none,mse-only,-1126.202148
none,mse-only,-1094.980469
none,mse-only,-1138.215088
none,mse-only,-1181.320801
none,mse-only,-1146.536621
none,mse-only,-1057.385254
none,mse-only,-1057.947876
none,mse-only,-1072.358521
none,mse-only,-1066.957764
none,mse-only,-1126.968872
none,mse-only,-1086.114502
none,mse-only,-1120.232788
none,mse-only,-1071.922852
none,mse-only,-1072.76709
none,mse-only,-1101.644165
none,mse-only,-1051.837891
none,mse-only,-1051.836182
none,mse-only,-1165.044678
none,mse-only,-1034.12561
none,mse-only,-1040.681396
none,mse-only,-1071.742188
none,mse-only,-1108.401978
none,mse-only,-1092.736206
none,mse-only,-1075.929932
none,mse-only,-1059.425415
none,mse-only,-1130.998291
none,mse-only,-1098.429199
none,mse-only,-1107.757324
none,mse-only,-1054.613892
none,mse-only,-1096.347168
none,mse-only,-1118.058838
none,mse-only,-1061.758911
none,mse-only,-1136.478516
none,mse-only,-1095.764648
none,mse-only,-1054.842651
none,mse-only,-1066.067627
none,mse-only,-1049.586426
none,mse-only,-1046.172729
none,mse-only,-1088.451172
none,mse-only,-1036.118164
none,mse-only,-1052.965088
none,mse-only,-1088.357422
none,mse-only,-1059.588135
none,mse-only,-1089.648438
none,mse-only,-1052.866821
none,mse-only,-1039.575439
none,mse-only,-1101.960083
none,mse-only,-1098.466919
none,mse-only,-1091.875244
none,mse-only,-1132.594849
none,mse-only,-1067.64502
none,mse-only,-1062.285645
none,mse-only,-1102.527832
none,mse-only,-1071.983521
none,mse-only,-1092.17334
none,mse-only,-1052.963135
none,mse-only,-1116.890503
none,mse-only,-1057.380005
none,mse-only,-1046.69043
none,mse-only,-1038.834106
none,mse-only,-1056.702881
none,mse-only,-1054.807983
none,mse-only,-1082.153931
none,mse-only,-1082.423706
none,mse-only,-1112.611328
none,mse-only,-1069.414062
none,mse-only,-1054.02063
none,mse-only,-1021.104492
none,mse-only,-1066.901611
none,mse-only,-1052.715088
none,mse-only,-1089.522949
none,mse-only,-1083.095825
none,mse-only,-1069.513672
none,mse-only,-1087.353882
none,mse-only,-1026.534424
none,mse-only,-1080.814453
none,mse-only,-1107.646606
none,mse-only,-1081.133667
none,mse-only,-1061.601929
none,mse-only,-1069.241821
none,mse-only,-1071.10083
none,mse-only,-1086.731323
none,mse-only,-1048.413208
none,mse-only,-1059.221313
none,mse-only,-1011.642151
none,mse-only,-1067.499634
none,mse-only,-1108.599243
none,mse-only,-1033.316895
none,mse-only,-1065.803101
none,mse-only,-1073.87085
none,mse-only,-1133.602295
none,mse-only,-1090.650269
none,mse-only,-1080.707031
none,mse-only,-1059.017578
none,mse-only,-1057.502319
none,mse-only,-1063.023682
none,mse-only,-1056.890991
none,mse-only,-1110.750366
none,mse-only,-1081.471436
none,mse-only,-1050.942627
none,mse-only,-1064.387085
none,mse-only,-1099.492065
none,mse-only,-1044.594482
none,mse-only,-1085.390137
none,mse-only,-1114.62561
none,mse-only,-1055.502563
none,mse-only,-1061.717651
none,mse-only,-1091.06958
none,mse-only,-1041.810059
none,mse-only,-1044.13562
none,mse-only,-1049.128174
none,mse-only,-1073.405762
none,mse-only,-1069.124146
none,mse-only,-1057.408081
none,mse-only,-1108.969482
none,mse-only,-1143.136597
none,mse-only,-1031.926392
none,mse-only,-1191.462036
none,mse-only,-1035.238525
none,mse-only,-1108.799316
none,mse-only,-1059.038452
none,mse-only,-1055.14978
none,mse-only,-1113.182495
none,mse-only,-1119.033447
none,mse-only,-1047.272583
none,mse-only,-1110.925171
none,mse-only,-1035.907349
none,mse-only,-1087.846069
none,mse-only,-1088.301025
none,mse-only,-1018.814941
none,mse-only,-1111.381714
none,mse-only,-1098.096069
none,mse-only,-1059.289185
none,mse-only,-1058.022705
none,mse-only,-1088.234253
none,mse-only,-1090.958252
none,mse-only,-1072.991943
none,mse-only,-1034.822754
none,mse-only,-1056.841919
none,mse-only,-1050.520264
none,mse-only,-1053.097168
none,mse-only,-1045.048828
none,mse-only,-1086.1521
none,mse-only,-1076.874512
none,mse-only,-1082.604614
none,mse-only,-1085.028687
none,mse-only,-1039.816772
none,mse-only,-1115.057861
none,mse-only,-1052.368164
none,mse-only,-1061.448975
none,mse-only,-1092.046265
none,mse-only,-1048.077393
none,mse-only,-1115.938721
none,mse-only,-1052.734619
none,mse-only,-1087.885498
none,mse-only,-1085.180786
none,mse-only,-1091.958252
none,mse-only,-1115.057861
none,mse-only,-1164.689697
none,mse-only,-1097.999146
none,mse-only,-1139.393921
none,mse-only,-1015.481506
none,mse-only,-1031.83606
none,mse-only,-1059.0448
none,mse-only,-1080.63147
none,mse-only,-1075.330078
none,mse-only,-1031.355835
none,mse-only,-1073.424683
none,mse-only,-1044.344727
none,mse-only,-1046.102051
none,mse-only,-1104.938843
none,mse-only,-1165.05896
none,mse-only,-1092.147583
none,mse-only,-1075.872925
none,mse-only,-1054.510986
none,mse-only,-1070.852539
none,mse-only,-1043.769287
none,mse-only,-1099.880005
none,mse-only,-1035.786011
none,mse-only,-1083.26355
none,mse-only,-1098.429199
none,mse-only,-1053.77063
none,mse-only,-1039.695679
none,mse-only,-1107.984375
none,mse-only,-1076.53479
none,mse-only,-1082.681152
none,mse-only,-1042.840698
none,mse-only,-1115.111694
none,mse-only,-1041.689209
none,mse-only,-1102.297607
none,mse-only,-1048.719482
none,mse-only,-1042.86792
none,mse-only,-1089.237183
none,mse-only,-1127.698486
none,mse-only,-1063.680664
none,mse-only,-1092.357178
none,mse-only,-1038.350342
none,mse-only,-1048.35376
none,mse-only,-1014.848633
none,mse-only,-1099.499756
none,mse-only,-1042.159302
none,mse-only,-1067.283325
none,mse-only,-1109.689697
none,mse-only,-1035.110962
none,mse-only,-1139.393921
none,mse-only,-1058.079834
none,mse-only,-1069.678101
none,mse-only,-1050.777832
none,mse-only,-1047.282104
none,mse-only,-1084.985474
none,mse-only,-1118.27063
none,mse-only,-1060.956787
none,mse-only,-1067.158813
none,mse-only,-1066.226318
none,mse-only,-1058.375488
none,mse-only,-1080.556641
none,mse-only,-1078.716675
none,mse-only,-1078.982666
none,mse-only,-1105.333008
none,mse-only,-1069.124146
none,mse-only,-1046.707275
none,mse-only,-1047.119751
none,mse-only,-1126.968872
none,mse-only,-1051.465088
none,mse-only,-1065.057129
none,mse-only,-1107.459961
none,mse-only,-1044.574707
none,mse-only,-1104.553467
none,mse-only,-1071.381714
none,mse-only,-1050.709717
none,mse-only,-1183.479492
none,mse-only,-1036.570068
none,mse-only,-1035.695312
none,mse-only,-1190.140381
none,mse-only,-1044.039062
none,mse-only,-1050.408936
none,mse-only,-1071.592529
none,mse-only,-1180.375
none,mse-only,-1186.931641
none,mse-only,-1060.514648
none,mse-only,-1084.228394
none,mse-only,-1138.059814
none,mse-only,-1101.994873
none,mse-only,-1091.905396
none,mse-only,-1052.608276
none,mse-only,-1042.061401
none,mse-only,-1053.052856
none,mse-only,-1054.934692
none,mse-only,-1032.959473
none,mse-only,-1059.006958
none,mse-only,-1097.546387
none,mse-only,-1069.866943
none,mse-only,-1068.718018
none,mse-only,-1054.390259
none,mse-only,-1014.290466
none,mse-only,-1065.87439
none,mse-only,-1047.43457
none,mse-only,-1089.540527
none,mse-only,-1100.625366
none,mse-only,-1080.15332
none,mse-only,-1118.114258
none,mse-only,-1188.74585
none,mse-only,-1092.487427
none,mse-only,-1088.423096
none,mse-only,-1051.297852
none,mse-only,-1108.175415
none,mse-only,-1067.222046
none,mse-only,-1042.159302
none,mse-only,-1137.484619
none,mse-only,-1072.040527
none,mse-only,-1187.691895
none,mse-only,-1055.646362
none,mse-only,-1026.999634
none,mse-only,-1052.576416
none,mse-only,-1170.500854
none,mse-only,-1047.924927
none,mse-only,-1219.508667
none,mse-only,-1031.926392
none,mse-only,-1040.795532
none,mse-only,-1090.398071
none,mse-only,-1096.61499
none,mse-only,-1058.096191
none,mse-only,-1104.543335
none,mse-only,-1101.461426
none,mse-only,-1065.373657
none,mse-only,-1119.338745
none,mse-only,-1058.53894
none,mse-only,-1108.030396
none,mse-only,-1083.098999
none,mse-only,-1051.817993
none,mse-only,-1066.305054
none,mse-only,-1091.708252
none,mse-only,-1073.501221
none,mse-only,-1116.469604
none,mse-only,-1098.169189
